timestamp,session_id,function,phase,duration_sec
2025-11-15 18:09:49.976503,manager,manager_loop,query_sessions,0.015481
2025-11-15 18:09:55.110915,manager,manager_loop,query_sessions,0.092956
2025-11-15 18:10:00.217422,manager,manager_loop,query_sessions,0.001996
2025-11-15 18:10:05.368862,manager,manager_loop,query_sessions,0.020281
2025-11-15 18:10:10.414245,manager,manager_loop,query_sessions,0.001
2025-11-15 18:10:15.423475,manager,manager_loop,query_sessions,0.006618
2025-11-15 18:10:20.697954,manager,manager_loop,query_sessions,0.002005
2025-11-15 18:09:50.611901,27 : punctuator,load_model,Loading punctuation model,32.029472
2025-11-15 18:10:22.646385,global,loop,db_query_active_sessions,0.003044
2025-11-15 18:10:25.707030,manager,manager_loop,query_sessions,0.0
2025-11-15 18:10:27.655196,global,loop,db_query_active_sessions,0.002141
2025-11-15 18:10:30.718202,manager,manager_loop,query_sessions,0.001014
2025-11-15 18:10:32.673248,global,loop,db_query_active_sessions,0.003014
2025-11-15 18:10:35.730915,manager,manager_loop,query_sessions,0.001001
2025-11-15 18:10:37.678076,global,loop,db_query_active_sessions,0.018055
2025-11-15 18:10:40.746286,manager,manager_loop,query_sessions,0.000944
2025-11-15 18:10:42.726958,global,loop,db_query_active_sessions,0.005526
2025-11-15 18:10:45.749381,manager,manager_loop,query_sessions,0.006034
2025-11-15 18:10:47.777332,global,loop,db_query_active_sessions,0.022335
2025-11-15 18:10:50.769100,manager,manager_loop,query_sessions,0.001015
2025-11-15 18:10:52.830328,global,loop,db_query_active_sessions,0.007565
2025-11-15 18:10:55.879385,manager,manager_loop,query_sessions,0.002
2025-11-15 18:10:57.843915,global,loop,db_query_active_sessions,0.009307
2025-11-15 18:11:00.891926,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:02.865765,global,loop,db_query_active_sessions,0.005053
2025-11-15 18:11:05.983712,manager,manager_loop,query_sessions,0.002014
2025-11-15 18:11:07.879565,global,loop,db_query_active_sessions,0.001013
2025-11-15 18:11:10.996396,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:13.024044,global,loop,db_query_active_sessions,0.003315
2025-11-15 18:11:16.007336,manager,manager_loop,query_sessions,0.001
2025-11-15 18:11:18.041241,global,loop,db_query_active_sessions,0.000964
2025-11-15 18:11:21.010777,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:23.043550,global,loop,db_query_active_sessions,0.000486
2025-11-15 18:11:26.015904,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:28.061188,global,loop,db_query_active_sessions,0.003456
2025-11-15 18:11:31.020972,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:33.075137,global,loop,db_query_active_sessions,0.001115
2025-11-15 18:11:36.027487,manager,manager_loop,query_sessions,0.000242
2025-11-15 18:11:38.079346,global,loop,db_query_active_sessions,0.0
2025-11-15 18:11:41.028765,manager,manager_loop,query_sessions,0.001116
2025-11-15 18:11:43.096045,global,loop,db_query_active_sessions,0.002085
2025-11-15 18:11:46.031123,manager,manager_loop,query_sessions,0.001184
2025-11-15 18:11:48.114298,global,loop,db_query_active_sessions,0.001558
2025-11-15 18:11:51.032849,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:53.117271,global,loop,db_query_active_sessions,0.000997
2025-11-15 18:11:56.046155,manager,manager_loop,query_sessions,0.0
2025-11-15 18:11:58.129379,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:01.057254,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:03.133636,global,loop,db_query_active_sessions,0.002085
2025-11-15 18:12:06.061871,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:08.142007,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:11.068791,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:13.147332,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:16.071276,manager,manager_loop,query_sessions,0.000728
2025-11-15 18:12:18.161080,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:21.075515,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:23.163825,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:26.083655,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:28.180430,global,loop,db_query_active_sessions,0.005221
2025-11-15 18:12:31.092916,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:33.198541,global,loop,db_query_active_sessions,0.001035
2025-11-15 18:12:36.093294,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:38.214321,global,loop,db_query_active_sessions,0.001948
2025-11-15 18:12:41.098473,manager,manager_loop,query_sessions,0.001463
2025-11-15 18:12:43.260871,global,loop,db_query_active_sessions,0.015633
2025-11-15 18:12:46.124509,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:48.454479,global,loop,db_query_active_sessions,0.0
2025-11-15 18:12:51.135743,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:53.478603,global,loop,db_query_active_sessions,0.00107
2025-11-15 18:12:56.151516,manager,manager_loop,query_sessions,0.0
2025-11-15 18:12:58.490638,global,loop,db_query_active_sessions,0.001466
2025-11-15 18:13:01.157366,manager,manager_loop,query_sessions,0.001298
2025-11-15 18:13:03.506198,global,loop,db_query_active_sessions,0.003347
2025-11-15 18:13:06.174269,manager,manager_loop,query_sessions,0.0
2025-11-15 18:13:08.524711,global,loop,db_query_active_sessions,0.002016
2025-11-15 18:13:11.179008,manager,manager_loop,query_sessions,0.000964
2025-11-17 00:54:36.880041,manager,manager_loop,query_sessions,0.020002
2025-11-17 00:54:41.917248,manager,manager_loop,query_sessions,0.001997
2025-11-17 00:54:46.927691,manager,manager_loop,query_sessions,0.002003
2025-11-17 00:54:51.942696,manager,manager_loop,query_sessions,0.00101
2025-11-17 00:54:56.991212,manager,manager_loop,query_sessions,0.001003
2025-11-17 00:54:46.898682,27 : punctuator,load_model,Loading punctuation model,11.806192
2025-11-17 00:54:58.849957,global,loop,db_query_active_sessions,0.003
2025-11-17 00:55:02.010655,manager,manager_loop,query_sessions,0.003998
2025-11-17 00:55:03.916054,global,loop,db_query_active_sessions,0.005
2025-11-17 00:55:07.028884,manager,manager_loop,query_sessions,0.001996
2025-11-17 00:55:08.981173,global,loop,db_query_active_sessions,0.003001
2025-11-17 00:55:12.046287,manager,manager_loop,query_sessions,0.000994
2025-11-17 00:55:13.994044,global,loop,db_query_active_sessions,0.003004
2025-11-17 00:55:17.058394,manager,manager_loop,query_sessions,0.001
2025-11-17 00:55:19.005797,global,loop,db_query_active_sessions,0.003008
2025-11-17 00:55:22.067897,manager,manager_loop,query_sessions,0.002003
2025-11-17 00:55:24.016134,global,loop,db_query_active_sessions,0.001998
2025-11-17 00:55:27.089687,manager,manager_loop,query_sessions,0.003
2025-11-17 00:55:29.020990,global,loop,db_query_active_sessions,0.00601
2025-11-17 00:55:32.102677,manager,manager_loop,query_sessions,0.001003
2025-11-17 00:55:34.040389,global,loop,db_query_active_sessions,0.001998
2025-11-17 00:55:37.114687,manager,manager_loop,query_sessions,0.000983
